,time,l,r
246,2020-03-11 12:20:39.340,0.0,0.0
247,2020-03-11 12:20:39.840,0.0,0.0
248,2020-03-11 12:20:40.340,0.0,0.0
249,2020-03-11 12:20:40.840,0.0,0.0
250,2020-03-11 12:20:41.340,0.0,0.0
251,2020-03-11 12:20:41.840,0.0,0.0
252,2020-03-11 12:20:42.340,0.0,0.0
253,2020-03-11 12:20:42.840,0.0,0.0
254,2020-03-11 12:20:43.340,0.0,0.0
255,2020-03-11 12:20:43.840,0.0,0.0
256,2020-03-11 12:20:44.340,0.0,0.0
257,2020-03-11 12:20:44.840,0.0,0.0
258,2020-03-11 12:20:45.340,0.0,0.0
259,2020-03-11 12:20:45.840,0.0,0.0
260,2020-03-11 12:20:46.340,0.0,1.0
261,2020-03-11 12:20:46.840,0.0,1.0
262,2020-03-11 12:20:47.340,0.0,1.0
263,2020-03-11 12:20:47.840,1.0,1.0
264,2020-03-11 12:20:48.340,1.0,0.0
265,2020-03-11 12:20:48.840,0.0,0.0
266,2020-03-11 12:20:49.340,0.0,0.0
267,2020-03-11 12:20:49.840,0.0,0.0
268,2020-03-11 12:20:50.340,0.0,0.0
269,2020-03-11 12:20:50.840,0.0,0.0
270,2020-03-11 12:20:51.340,0.0,0.0
271,2020-03-11 12:20:51.840,0.0,0.0
272,2020-03-11 12:20:52.340,0.0,0.0
273,2020-03-11 12:20:52.840,0.0,0.0
274,2020-03-11 12:20:53.340,0.0,0.0
275,2020-03-11 12:20:53.840,0.0,0.0
276,2020-03-11 12:20:54.340,0.0,0.0
277,2020-03-11 12:20:54.840,0.0,0.0
278,2020-03-11 12:20:55.340,0.0,0.0
279,2020-03-11 12:20:55.840,0.0,0.0
280,2020-03-11 12:20:56.340,0.0,0.0
281,2020-03-11 12:20:56.840,0.0,0.0
282,2020-03-11 12:20:57.340,0.0,0.0
283,2020-03-11 12:20:57.840,0.0,0.0
284,2020-03-11 12:20:58.340,0.0,0.0
285,2020-03-11 12:20:58.840,0.0,0.0
286,2020-03-11 12:20:59.340,0.0,0.0
287,2020-03-11 12:20:59.840,0.0,0.0
288,2020-03-11 12:21:00.340,0.0,0.0
289,2020-03-11 12:21:00.840,0.0,0.0
290,2020-03-11 12:21:01.340,0.0,0.0
291,2020-03-11 12:21:01.840,0.0,0.0
292,2020-03-11 12:21:02.340,0.0,0.0
293,2020-03-11 12:21:02.840,0.0,0.0
294,2020-03-11 12:21:03.340,0.0,0.0
295,2020-03-11 12:21:03.840,0.0,0.0
296,2020-03-11 12:21:04.340,0.0,0.0
297,2020-03-11 12:21:04.840,0.0,0.0
298,2020-03-11 12:21:05.340,0.0,1.0
299,2020-03-11 12:21:05.840,0.0,0.0
300,2020-03-11 12:21:06.340,1.0,0.0
301,2020-03-11 12:21:06.840,1.0,0.0
302,2020-03-11 12:21:07.340,1.0,0.0
303,2020-03-11 12:21:07.840,1.0,0.0
304,2020-03-11 12:21:08.340,1.0,0.0
305,2020-03-11 12:21:08.840,0.0,0.0
306,2020-03-11 12:21:09.340,1.0,0.0
307,2020-03-11 12:21:09.840,0.0,0.0
308,2020-03-11 12:21:10.340,0.0,0.0
309,2020-03-11 12:21:10.840,0.0,0.0
310,2020-03-11 12:21:11.340,0.0,0.0
311,2020-03-11 12:21:11.840,0.0,1.0
312,2020-03-11 12:21:12.340,0.0,0.0
313,2020-03-11 12:21:12.840,0.0,0.0
314,2020-03-11 12:21:13.340,0.0,0.0
315,2020-03-11 12:21:13.840,1.0,0.0
316,2020-03-11 12:21:14.340,1.0,0.0
317,2020-03-11 12:21:14.840,1.0,0.0
318,2020-03-11 12:21:15.340,1.0,1.0
319,2020-03-11 12:21:15.840,1.0,0.0
320,2020-03-11 12:21:16.340,1.0,0.0
321,2020-03-11 12:21:16.840,0.0,0.0
322,2020-03-11 12:21:17.340,0.0,0.0
323,2020-03-11 12:21:17.840,0.0,0.0
324,2020-03-11 12:21:18.340,0.0,0.0
325,2020-03-11 12:21:18.840,0.0,0.0
326,2020-03-11 12:21:19.340,0.0,1.0
327,2020-03-11 12:21:19.840,0.0,0.0
328,2020-03-11 12:21:20.340,0.0,0.0
329,2020-03-11 12:21:20.840,0.0,0.0
330,2020-03-11 12:21:21.340,0.0,0.0
331,2020-03-11 12:21:21.840,0.0,0.0
332,2020-03-11 12:21:22.340,0.0,0.0
333,2020-03-11 12:21:22.840,0.0,0.0
334,2020-03-11 12:21:23.340,0.0,0.0
335,2020-03-11 12:21:23.840,0.0,1.0
336,2020-03-11 12:21:24.340,0.0,1.0
337,2020-03-11 12:21:24.840,0.0,1.0
338,2020-03-11 12:21:25.340,0.0,1.0
339,2020-03-11 12:21:25.840,0.0,1.0
340,2020-03-11 12:21:26.340,0.0,1.0
341,2020-03-11 12:21:26.840,0.0,1.0
342,2020-03-11 12:21:27.340,1.0,0.0
343,2020-03-11 12:21:27.840,1.0,0.0
344,2020-03-11 12:21:28.340,0.0,0.0
345,2020-03-11 12:21:28.840,0.0,0.0
346,2020-03-11 12:21:29.340,1.0,0.0
347,2020-03-11 12:21:29.840,1.0,0.0
348,2020-03-11 12:21:30.340,1.0,1.0
349,2020-03-11 12:21:30.840,1.0,1.0
350,2020-03-11 12:21:31.340,0.0,1.0
351,2020-03-11 12:21:31.840,0.0,1.0
352,2020-03-11 12:21:32.340,0.0,1.0
353,2020-03-11 12:21:32.840,0.0,1.0
354,2020-03-11 12:21:33.340,0.0,1.0
355,2020-03-11 12:21:33.840,0.0,0.0
356,2020-03-11 12:21:34.340,0.0,0.0
357,2020-03-11 12:21:34.840,0.0,0.0
358,2020-03-11 12:21:35.340,0.0,0.0
359,2020-03-11 12:21:35.840,0.0,0.0
360,2020-03-11 12:21:36.340,0.0,0.0
361,2020-03-11 12:21:36.840,0.0,0.0
362,2020-03-11 12:21:37.340,0.0,0.0
363,2020-03-11 12:21:37.840,0.0,0.0
364,2020-03-11 12:21:38.340,0.0,0.0
365,2020-03-11 12:21:38.840,0.0,0.0
366,2020-03-11 12:21:39.340,0.0,0.0
367,2020-03-11 12:21:39.840,0.0,0.0
368,2020-03-11 12:21:40.340,0.0,0.0
369,2020-03-11 12:21:40.840,0.0,0.0
370,2020-03-11 12:21:41.340,0.0,0.0
371,2020-03-11 12:21:41.840,0.0,0.0
372,2020-03-11 12:21:42.340,0.0,0.0
373,2020-03-11 12:21:42.840,0.0,0.0
374,2020-03-11 12:21:43.340,0.0,0.0
375,2020-03-11 12:21:43.840,0.0,0.0
376,2020-03-11 12:21:44.340,0.0,0.0
377,2020-03-11 12:21:44.840,0.0,0.0
378,2020-03-11 12:21:45.340,0.0,0.0
379,2020-03-11 12:21:45.840,0.0,1.0
380,2020-03-11 12:21:46.340,0.0,1.0
381,2020-03-11 12:21:46.840,0.0,1.0
382,2020-03-11 12:21:47.340,0.0,1.0
383,2020-03-11 12:21:47.840,0.0,1.0
384,2020-03-11 12:21:48.340,0.0,1.0
385,2020-03-11 12:21:48.840,0.0,1.0
386,2020-03-11 12:21:49.340,0.0,1.0
387,2020-03-11 12:21:49.840,0.0,1.0
388,2020-03-11 12:21:50.340,1.0,0.0
389,2020-03-11 12:21:50.840,1.0,0.0
390,2020-03-11 12:21:51.340,1.0,0.0
391,2020-03-11 12:21:51.840,1.0,0.0
392,2020-03-11 12:21:52.340,1.0,0.0
393,2020-03-11 12:21:52.840,1.0,0.0
394,2020-03-11 12:21:53.340,1.0,0.0
395,2020-03-11 12:21:53.840,0.0,0.0
396,2020-03-11 12:21:54.340,1.0,0.0
397,2020-03-11 12:21:54.840,1.0,0.0
398,2020-03-11 12:21:55.340,0.0,0.0
399,2020-03-11 12:21:55.840,0.0,0.0
400,2020-03-11 12:21:56.340,0.0,0.0
401,2020-03-11 12:21:56.840,0.0,0.0
402,2020-03-11 12:21:57.340,0.0,0.0
403,2020-03-11 12:21:57.840,0.0,0.0
404,2020-03-11 12:21:58.340,0.0,0.0
405,2020-03-11 12:21:58.840,0.0,0.0
406,2020-03-11 12:21:59.340,0.0,0.0
407,2020-03-11 12:21:59.840,0.0,0.0
408,2020-03-11 12:22:00.340,0.0,0.0
409,2020-03-11 12:22:00.840,0.0,0.0
410,2020-03-11 12:22:01.340,0.0,0.0
411,2020-03-11 12:22:01.840,0.0,0.0
412,2020-03-11 12:22:02.340,0.0,0.0
413,2020-03-11 12:22:02.840,0.0,0.0
414,2020-03-11 12:22:03.340,0.0,0.0
415,2020-03-11 12:22:03.840,0.0,1.0
416,2020-03-11 12:22:04.340,0.0,1.0
417,2020-03-11 12:22:04.840,0.0,1.0
418,2020-03-11 12:22:05.340,0.0,1.0
419,2020-03-11 12:22:05.840,1.0,1.0
420,2020-03-11 12:22:06.340,1.0,0.0
421,2020-03-11 12:22:06.840,0.0,0.0
422,2020-03-11 12:22:07.340,1.0,0.0
423,2020-03-11 12:22:07.840,0.0,1.0
424,2020-03-11 12:22:08.340,0.0,0.0
425,2020-03-11 12:22:08.840,0.0,0.0
426,2020-03-11 12:22:09.340,0.0,0.0
427,2020-03-11 12:22:09.840,0.0,0.0
428,2020-03-11 12:22:10.340,0.0,0.0
429,2020-03-11 12:22:10.840,0.0,0.0
430,2020-03-11 12:22:11.340,0.0,0.0
431,2020-03-11 12:22:11.840,0.0,0.0
432,2020-03-11 12:22:12.340,0.0,0.0
433,2020-03-11 12:22:12.840,0.0,0.0
434,2020-03-11 12:22:13.340,0.0,0.0
435,2020-03-11 12:22:13.840,0.0,0.0
436,2020-03-11 12:22:14.340,0.0,0.0
437,2020-03-11 12:22:14.840,0.0,0.0
438,2020-03-11 12:22:15.340,0.0,0.0
439,2020-03-11 12:22:15.840,0.0,0.0
440,2020-03-11 12:22:16.340,0.0,0.0
441,2020-03-11 12:22:16.840,0.0,0.0
442,2020-03-11 12:22:17.340,0.0,0.0
443,2020-03-11 12:22:17.840,0.0,0.0
444,2020-03-11 12:22:18.340,0.0,0.0
445,2020-03-11 12:22:18.840,0.0,0.0
446,2020-03-11 12:22:19.340,0.0,0.0
447,2020-03-11 12:22:19.840,1.0,0.0
448,2020-03-11 12:22:20.340,0.0,1.0
449,2020-03-11 12:22:20.840,0.0,0.0
450,2020-03-11 12:22:21.340,1.0,0.0
451,2020-03-11 12:22:21.840,1.0,0.0
452,2020-03-11 12:22:22.340,1.0,0.0
453,2020-03-11 12:22:22.840,1.0,0.0
454,2020-03-11 12:22:23.340,1.0,0.0
455,2020-03-11 12:22:23.840,1.0,0.0
456,2020-03-11 12:22:24.340,1.0,0.0
457,2020-03-11 12:22:24.840,0.0,0.0
458,2020-03-11 12:22:25.340,0.0,0.0
459,2020-03-11 12:22:25.840,0.0,0.0
460,2020-03-11 12:22:26.340,0.0,0.0
461,2020-03-11 12:22:26.840,0.0,0.0
462,2020-03-11 12:22:27.340,0.0,0.0
463,2020-03-11 12:22:27.840,0.0,1.0
464,2020-03-11 12:22:28.340,1.0,1.0
465,2020-03-11 12:22:28.840,1.0,1.0
466,2020-03-11 12:22:29.340,1.0,1.0
467,2020-03-11 12:22:29.840,1.0,1.0
468,2020-03-11 12:22:30.340,0.0,1.0
469,2020-03-11 12:22:30.840,0.0,1.0
470,2020-03-11 12:22:31.340,0.0,1.0
471,2020-03-11 12:22:31.840,0.0,1.0
472,2020-03-11 12:22:32.340,1.0,1.0
473,2020-03-11 12:22:32.840,1.0,1.0
474,2020-03-11 12:22:33.340,1.0,1.0
475,2020-03-11 12:22:33.840,1.0,1.0
476,2020-03-11 12:22:34.340,1.0,1.0
477,2020-03-11 12:22:34.840,1.0,1.0
478,2020-03-11 12:22:35.340,1.0,1.0
479,2020-03-11 12:22:35.840,1.0,1.0
480,2020-03-11 12:22:36.340,1.0,1.0
481,2020-03-11 12:22:36.840,1.0,1.0
482,2020-03-11 12:22:37.340,1.0,1.0
