time,r,iteration
2020-03-11 16:22:00.000,1,1
2020-03-11 16:25:54.000,1,1
2020-03-11 16:26:22.740,1,1
2020-03-11 16:24:37.240,1,1
2020-03-11 16:25:46.500,1,1
2020-03-11 16:23:01.240,1,1
2020-03-11 16:23:29.240,1,1
2020-03-11 17:05:48.740,1,1
2020-03-11 16:25:58.500,1,1
2020-03-11 16:23:42.500,1,1
2020-03-11 16:24:38.740,1,1
2020-03-11 17:05:48.000,1,1
2020-03-11 16:22:04.000,1,1
2020-03-11 16:24:21.240,1,1
2020-03-11 17:05:21.240,1,1
2020-03-11 16:22:12.500,1,1
2020-03-11 16:24:05.240,1,1
2020-03-11 16:21:48.500,1,1
2020-03-11 17:05:33.240,1,1
2020-03-11 17:05:43.620,1,1
2020-03-11 16:22:24.000,1,1
2020-03-11 16:25:53.000,1,1
2020-03-11 16:25:51.740,1,1
2020-03-11 16:21:50.240,1,1
2020-03-11 16:22:39.240,1,1
2020-03-11 16:24:01.740,1,1
2020-03-11 16:24:00.500,1,1
2020-03-11 16:22:23.740,1,1
2020-03-11 16:23:28.740,1,1
2020-03-11 17:05:52.500,1,1
2020-03-11 16:21:52.000,1,1
2020-03-11 16:24:59.240,1,1
2020-03-11 16:23:00.240,1,1
2020-03-11 16:22:02.500,1,1
2020-03-11 17:05:46.740,1,1
2020-03-11 16:25:45.500,1,1
2020-03-11 16:25:11.000,1,1
2020-03-11 16:22:10.240,1,1
2020-03-11 16:23:40.500,1,1
2020-03-11 16:25:14.000,1,1
2020-03-11 16:24:17.000,1,1
2020-03-11 16:21:48.000,1,1
2020-03-11 16:25:11.500,1,1
2020-03-11 16:25:56.000,1,1
2020-03-11 16:26:31.740,1,1
2020-03-11 16:24:51.000,1,1
2020-03-11 16:26:05.240,1,1
2020-03-11 16:26:08.000,1,1
2020-03-11 16:23:52.740,1,1
2020-03-11 17:05:48.240,1,1
2020-03-11 16:24:36.000,1,1
2020-03-11 16:26:27.500,1,1
2020-03-11 16:23:28.240,0,1
2020-03-11 16:24:50.000,1,1
2020-03-11 16:25:45.000,1,1
2020-03-11 16:24:18.000,1,1
2020-03-11 17:05:40.000,1,1
2020-03-11 16:25:54.240,1,1
2020-03-11 16:23:19.740,1,1
2020-03-11 16:23:34.500,1,1
2020-03-11 16:23:44.240,1,1
2020-03-11 16:24:37.740,1,1
2020-03-11 16:21:46.500,1,1
2020-03-11 16:22:59.740,1,1
2020-03-11 16:25:01.740,1,1
2020-03-11 16:23:04.500,1,1
2020-03-11 16:23:32.240,1,1
2020-03-11 16:24:20.740,1,1
2020-03-11 16:22:05.500,1,1
2020-03-11 16:25:41.740,1,1
2020-03-11 16:24:33.500,1,1
2020-03-11 16:23:00.740,1,1
2020-03-11 17:05:51.240,1,1
2020-03-11 16:25:02.000,1,1
2020-03-11 16:23:34.000,1,1
2020-03-11 16:22:07.740,1,1
2020-03-11 16:22:39.500,1,1
2020-03-11 16:25:11.240,1,1
2020-03-11 16:21:54.240,1,1
2020-03-11 16:26:03.740,1,1
2020-03-11 17:05:50.740,1,1
2020-03-11 16:23:53.740,1,1
2020-03-11 16:25:03.000,1,1
2020-03-11 16:23:29.500,1,1
2020-03-11 16:23:18.740,1,1
2020-03-11 16:22:06.500,1,1
2020-03-11 16:24:04.500,1,1
2020-03-11 16:23:53.500,1,1
2020-03-11 16:21:43.500,1,1
2020-03-11 16:25:47.000,1,1
2020-03-11 16:23:30.240,1,1
2020-03-11 16:23:03.000,1,1
2020-03-11 16:22:47.000,1,1
2020-03-11 16:22:01.740,1,1
2020-03-11 16:22:45.000,1,1
2020-03-11 17:05:32.740,1,1
2020-03-11 16:23:39.000,1,1
2020-03-11 16:23:55.500,1,1
2020-03-11 16:26:29.740,1,1
2020-03-11 17:05:29.240,1,1
2020-03-11 16:24:01.000,1,1
2020-03-11 16:24:59.000,1,1
2020-03-11 16:25:59.740,1,1
2020-03-11 16:22:06.000,1,1
2020-03-11 16:21:55.500,1,1
2020-03-11 16:24:07.720,1,1
2020-03-11 16:22:02.740,1,1
2020-03-11 16:24:26.740,1,1
2020-03-11 16:23:20.240,1,1
2020-03-11 17:05:50.500,1,1
2020-03-11 16:22:52.240,1,1
2020-03-11 16:26:25.240,1,1
2020-03-11 17:05:44.240,1,1
2020-03-11 16:26:31.000,1,1
2020-03-11 16:26:11.240,1,1
2020-03-11 16:22:26.000,1,1
2020-03-11 16:23:40.740,1,1
2020-03-11 17:05:40.740,1,1
2020-03-11 16:25:17.240,1,1
2020-03-11 16:24:27.240,1,1
2020-03-11 17:05:28.500,1,1
2020-03-11 17:05:20.000,1,1
2020-03-11 17:05:36.500,1,1
2020-03-11 16:22:44.000,1,1
2020-03-11 16:26:21.000,0,1
2020-03-11 16:21:59.500,1,1
2020-03-11 16:22:26.740,1,1
2020-03-11 16:22:01.500,1,1
2020-03-11 17:05:27.500,1,1
2020-03-11 12:21:30.240,1,1
2020-03-11 12:19:28.000,1,1
2020-03-11 12:19:44.240,1,1
2020-03-11 12:19:19.240,1,1
2020-03-11 12:25:38.740,1,1
2020-03-11 12:25:44.500,1,1
2020-03-11 12:25:41.240,1,1
2020-03-11 12:20:49.240,1,1
2020-03-11 12:19:47.500,1,1
2020-03-11 12:22:43.000,1,1
2020-03-11 12:19:09.740,1,1
2020-03-11 12:23:48.740,1,1
2020-03-11 12:23:11.740,1,1
2020-03-11 12:21:44.240,1,1
2020-03-11 12:22:16.000,1,1
2020-03-11 12:21:44.000,1,1
2020-03-11 12:25:34.500,1,1
2020-03-11 12:21:52.740,1,1
2020-03-11 12:19:42.740,1,1
2020-03-11 12:21:56.240,1,1
2020-03-11 12:19:53.240,1,1
2020-03-11 12:21:03.500,1,1
2020-03-11 12:22:44.500,1,1
2020-03-11 12:23:13.240,1,1
2020-03-11 12:20:56.500,1,1
2020-03-11 12:23:02.500,1,1
2020-03-11 12:23:51.000,1,1
2020-03-11 12:23:16.500,1,1
2020-03-11 12:20:24.000,1,1
2020-03-11 12:24:02.740,1,1
2020-03-18 17:58:55.500,1,1
2020-03-11 12:25:41.740,1,1
2020-03-11 12:21:42.240,1,1
