time,counts_left,counts_right,r,l
2019-11-15 16:34:34,0.0,0.0,0.0,0.0
2019-11-15 16:34:35,0.0,0.0,0.0,0.0
2019-11-15 16:34:36,0.0,0.0,0.0,0.0
2019-11-15 16:34:37,4.0,0.0,0.0,1.0
2019-11-15 16:34:38,6.0,0.0,0.0,1.0
2019-11-15 16:34:39,6.0,0.0,0.0,1.0
2019-11-15 16:34:40,6.0,2.0,1.0,1.0
2019-11-15 16:34:41,6.0,7.0,1.0,1.0
2019-11-15 16:34:42,2.0,11.0,1.0,1.0
2019-11-15 16:34:43,0.0,11.0,1.0,0.0
2019-11-15 16:34:44,0.0,18.0,1.0,0.0
2019-11-15 16:34:45,0.0,22.0,1.0,0.0
2019-11-15 16:34:46,0.0,18.0,1.0,0.0
2019-11-15 16:34:47,0.0,14.0,1.0,0.0
2019-11-15 16:34:48,2.0,14.0,1.0,1.0
2019-11-15 16:34:49,4.0,9.0,1.0,1.0
2019-11-15 16:34:50,6.0,5.0,1.0,1.0
2019-11-15 16:34:51,7.0,4.0,1.0,1.0
2019-11-15 16:34:52,11.0,4.0,1.0,1.0
2019-11-15 16:34:53,10.0,4.0,1.0,1.0
2019-11-15 16:34:54,7.0,7.0,1.0,1.0
2019-11-15 16:34:55,5.0,14.0,1.0,1.0
2019-11-15 16:34:56,4.0,26.0,1.0,1.0
2019-11-15 16:34:57,1.0,34.0,1.0,1.0
2019-11-15 16:34:58,4.0,40.0,1.0,1.0
2019-11-15 16:34:59,7.0,37.0,1.0,1.0
2019-11-15 16:35:00,8.0,32.0,1.0,1.0
2019-11-15 16:35:01,8.0,36.0,1.0,1.0
2019-11-15 16:35:02,7.0,53.0,1.0,1.0
2019-11-15 16:35:03,4.0,57.0,1.0,1.0
2019-11-15 16:35:04,1.0,57.0,1.0,1.0
2019-11-15 16:35:05,0.0,59.0,1.0,0.0
2019-11-15 16:35:06,0.0,49.0,1.0,0.0
2019-11-15 16:35:07,7.0,39.0,1.0,1.0
2019-11-15 16:35:08,13.0,42.0,1.0,1.0
2019-11-15 16:35:09,15.0,45.0,1.0,1.0
2019-11-15 16:35:10,19.0,38.0,1.0,1.0
2019-11-15 16:35:11,19.0,31.0,1.0,1.0
2019-11-15 16:35:12,12.0,18.0,1.0,1.0
2019-11-15 16:35:13,6.0,4.0,1.0,1.0
2019-11-15 16:35:14,4.0,0.0,0.0,1.0
2019-11-15 16:35:15,0.0,0.0,0.0,0.0
2019-11-15 16:35:16,0.0,0.0,0.0,0.0
2019-11-15 16:35:17,0.0,0.0,0.0,0.0
2019-11-15 16:35:18,0.0,0.0,0.0,0.0
2019-11-15 16:35:19,0.0,0.0,0.0,0.0
2019-11-15 16:35:20,0.0,0.0,0.0,0.0
2019-11-15 16:35:21,0.0,0.0,0.0,0.0
2019-11-15 16:35:22,0.0,0.0,0.0,0.0
2019-11-15 16:35:23,0.0,0.0,0.0,0.0
2019-11-15 16:35:24,0.0,0.0,0.0,0.0
2019-11-15 16:35:25,0.0,0.0,0.0,0.0
2019-11-15 16:35:26,0.0,0.0,0.0,0.0
2019-11-15 16:35:27,0.0,0.0,0.0,0.0
2019-11-15 16:35:28,0.0,0.0,0.0,0.0
2019-11-15 16:35:29,9.0,0.0,0.0,1.0
2019-11-15 16:35:30,32.0,9.0,1.0,1.0
2019-11-15 16:35:31,58.0,19.0,1.0,1.0
2019-11-15 16:35:32,67.0,25.0,1.0,1.0
2019-11-15 16:35:33,75.0,30.0,1.0,1.0
2019-11-15 16:35:34,66.0,30.0,1.0,1.0
2019-11-15 16:35:35,44.0,21.0,1.0,1.0
2019-11-15 16:35:36,21.0,11.0,1.0,1.0
2019-11-15 16:35:37,14.0,6.0,1.0,1.0
2019-11-15 16:35:38,8.0,0.0,0.0,1.0
2019-11-15 16:35:39,9.0,0.0,0.0,1.0
2019-11-15 16:35:40,12.0,0.0,0.0,1.0
2019-11-15 16:35:41,10.0,0.0,0.0,1.0
2019-11-15 16:35:42,11.0,0.0,0.0,1.0
2019-11-15 16:35:43,8.0,22.0,1.0,1.0
2019-11-15 16:35:44,7.0,68.0,1.0,1.0
2019-11-15 16:35:45,10.0,108.0,1.0,1.0
2019-11-15 16:35:46,15.0,120.0,1.0,1.0
2019-11-15 16:35:47,15.0,125.0,1.0,1.0
2019-11-15 16:35:48,15.0,104.0,1.0,1.0
2019-11-15 16:35:49,15.0,58.0,1.0,1.0
2019-11-25 16:46:59,32.0,54.0,1.0,1.0
2019-11-25 16:47:00,80.0,60.0,1.0,1.0
2019-11-25 16:47:01,113.0,72.0,1.0,1.0
2019-11-25 16:47:02,136.0,80.0,1.0,1.0
2019-11-25 16:47:03,165.0,64.0,1.0,1.0
2019-11-25 16:47:04,147.0,57.0,1.0,1.0
2019-11-25 16:47:05,102.0,43.0,1.0,1.0
2019-11-25 16:47:06,66.0,22.0,1.0,1.0
2019-11-25 16:47:07,43.0,27.0,1.0,1.0
2019-11-25 16:47:08,14.0,54.0,1.0,1.0
2019-11-25 16:47:09,9.0,81.0,1.0,1.0
2019-11-25 16:47:10,0.0,105.0,1.0,0.0
2019-11-25 16:47:11,0.0,126.0,1.0,0.0
2019-11-25 16:47:12,0.0,125.0,1.0,0.0
2019-11-25 16:47:13,0.0,119.0,1.0,0.0
2019-11-25 16:47:14,0.0,135.0,1.0,0.0
2019-11-25 16:47:15,0.0,153.0,1.0,0.0
2019-11-25 16:47:16,0.0,144.0,1.0,0.0
2019-11-25 16:47:17,0.0,166.0,1.0,0.0
2019-11-25 16:47:18,0.0,175.0,1.0,0.0
2019-11-25 16:47:19,0.0,153.0,1.0,0.0
2019-11-25 16:47:20,0.0,163.0,1.0,0.0
2019-11-25 16:47:21,2.0,189.0,1.0,1.0
2019-11-25 16:47:22,6.0,177.0,1.0,1.0
2019-11-25 16:47:23,15.0,180.0,1.0,1.0
2019-11-25 16:47:24,24.0,181.0,1.0,1.0
2019-11-25 16:47:25,28.0,139.0,1.0,1.0
2019-11-25 16:47:26,28.0,111.0,1.0,1.0
2019-11-25 16:47:27,24.0,91.0,1.0,1.0
2019-11-25 16:47:28,15.0,56.0,1.0,1.0
2019-11-25 16:47:29,6.0,40.0,1.0,1.0
2019-11-25 16:47:30,2.0,37.0,1.0,1.0
2019-11-25 16:47:31,0.0,25.0,1.0,0.0
2019-11-25 16:47:32,0.0,27.0,1.0,0.0
2019-11-25 16:47:33,0.0,37.0,1.0,0.0
2019-11-25 16:47:34,0.0,31.0,1.0,0.0
2019-11-25 16:47:35,0.0,38.0,1.0,0.0
2019-11-25 16:47:36,0.0,51.0,1.0,0.0
2019-11-25 16:47:37,0.0,43.0,1.0,0.0
2019-11-25 16:47:38,0.0,37.0,1.0,0.0
2019-11-25 16:47:39,0.0,46.0,1.0,0.0
2019-11-25 16:47:40,0.0,43.0,1.0,0.0
2019-11-25 16:47:41,0.0,37.0,1.0,0.0
2019-11-25 16:47:42,0.0,42.0,1.0,0.0
2019-11-25 16:47:43,2.0,45.0,1.0,1.0
2019-11-25 16:47:44,5.0,51.0,1.0,1.0
2019-11-25 16:47:45,9.0,59.0,1.0,1.0
2019-11-25 16:47:46,10.0,54.0,1.0,1.0
2019-11-25 16:47:47,10.0,49.0,1.0,1.0
2019-11-25 16:47:48,8.0,41.0,1.0,1.0
2019-11-25 16:47:49,7.0,26.0,1.0,1.0
2019-11-25 16:47:50,5.0,5.0,1.0,1.0
2019-11-25 16:47:51,4.0,1.0,1.0,1.0
2019-11-25 16:47:52,7.0,0.0,0.0,1.0
2019-11-25 16:47:53,7.0,0.0,0.0,1.0
2019-11-25 16:47:54,5.0,0.0,0.0,1.0
2019-11-25 16:47:55,13.0,0.0,0.0,1.0
2019-11-25 16:47:56,25.0,0.0,0.0,1.0
2019-11-25 16:47:57,31.0,0.0,0.0,1.0
2019-11-25 16:47:58,39.0,0.0,0.0,1.0
2019-11-25 16:47:59,42.0,0.0,0.0,1.0
2019-11-25 16:48:00,45.0,0.0,0.0,1.0
2019-11-25 16:48:01,34.0,0.0,0.0,1.0
2019-11-25 16:48:02,28.0,0.0,0.0,1.0
2019-11-25 16:48:03,40.0,0.0,0.0,1.0
2019-11-25 16:48:04,57.0,0.0,0.0,1.0
2019-11-25 16:48:05,50.0,0.0,0.0,1.0
2019-11-25 16:48:06,50.0,0.0,0.0,1.0
2019-11-25 16:48:07,53.0,0.0,0.0,1.0
2019-11-25 16:48:08,39.0,0.0,0.0,1.0
2019-11-25 16:48:09,23.0,6.0,1.0,1.0
2019-11-25 16:48:10,19.0,14.0,1.0,1.0
2019-11-25 16:48:11,17.0,19.0,1.0,1.0
2019-11-25 16:48:12,11.0,25.0,1.0,1.0
2019-11-25 16:48:13,5.0,25.0,1.0,1.0
2019-11-25 16:48:14,0.0,19.0,1.0,0.0
2019-11-25 16:48:15,0.0,11.0,1.0,0.0
2019-11-25 16:48:16,0.0,6.0,1.0,0.0
2019-11-25 16:48:17,0.0,0.0,0.0,0.0
2019-11-25 16:48:18,0.0,3.0,1.0,0.0
2019-11-25 16:48:19,0.0,10.0,1.0,0.0
2019-11-25 16:48:20,0.0,15.0,1.0,0.0
2019-11-25 16:48:21,1.0,28.0,1.0,1.0
2019-11-25 16:48:22,3.0,50.0,1.0,1.0
2019-11-25 16:48:23,7.0,59.0,1.0,1.0
2019-11-25 16:48:24,31.0,74.0,1.0,1.0
2019-11-25 16:48:25,70.0,99.0,1.0,1.0
2019-11-25 16:48:26,89.0,99.0,1.0,1.0
2019-11-25 16:48:27,90.0,92.0,1.0,1.0
2019-11-25 16:48:28,86.0,108.0,1.0,1.0
2019-11-25 16:48:29,63.0,105.0,1.0,1.0
2019-11-25 16:48:30,28.0,83.0,1.0,1.0
2019-11-25 16:48:31,11.0,73.0,1.0,1.0
2019-11-25 16:48:32,16.0,63.0,1.0,1.0
2019-11-25 16:48:33,22.0,38.0,1.0,1.0
2019-11-25 16:48:34,21.0,24.0,1.0,1.0
2019-11-25 16:48:35,17.0,27.0,1.0,1.0
2019-11-25 16:48:36,13.0,40.0,1.0,1.0
2019-11-25 16:48:37,6.0,56.0,1.0,1.0
2019-11-25 16:48:38,0.0,66.0,1.0,0.0
2019-11-25 16:48:39,0.0,75.0,1.0,0.0
2019-11-25 16:48:40,0.0,73.0,1.0,0.0
2019-11-25 16:48:41,0.0,57.0,1.0,0.0
2019-11-25 16:48:42,0.0,36.0,1.0,0.0
2019-11-25 16:48:43,0.0,28.0,1.0,0.0
2019-11-25 16:48:44,10.0,32.0,1.0,1.0
2019-11-25 16:48:45,27.0,40.0,1.0,1.0
2019-11-25 16:48:46,40.0,43.0,1.0,1.0
2019-11-25 16:48:47,42.0,45.0,1.0,1.0
2019-11-25 16:48:48,42.0,40.0,1.0,1.0
2019-11-25 16:48:49,33.0,21.0,1.0,1.0
2019-11-25 16:48:50,15.0,5.0,1.0,1.0
2019-11-25 16:48:51,5.0,4.0,1.0,1.0
2019-11-25 16:48:52,8.0,13.0,1.0,1.0
2019-11-25 16:48:53,13.0,35.0,1.0,1.0
2019-11-25 16:48:54,13.0,57.0,1.0,1.0
2019-11-25 16:48:55,13.0,67.0,1.0,1.0
2019-11-25 16:48:56,10.0,73.0,1.0,1.0
2019-11-25 16:48:57,5.0,62.0,1.0,1.0
2019-11-25 16:48:58,0.0,40.0,1.0,0.0
2019-11-25 16:48:59,0.0,19.0,1.0,0.0
2019-11-25 16:49:00,0.0,8.0,1.0,0.0
2019-11-25 16:49:01,0.0,0.0,0.0,0.0
2019-11-25 16:49:02,0.0,0.0,0.0,0.0
2019-11-25 16:49:03,0.0,0.0,0.0,0.0
2019-11-25 16:49:04,0.0,0.0,0.0,0.0
2019-11-25 16:49:05,0.0,0.0,0.0,0.0
2019-11-25 16:49:06,12.0,0.0,0.0,1.0
2019-11-25 16:49:07,30.0,10.0,1.0,1.0
2019-11-25 16:49:08,43.0,49.0,1.0,1.0
2019-11-25 16:49:09,50.0,98.0,1.0,1.0
2019-11-25 16:49:10,54.0,131.0,1.0,1.0
2019-11-25 16:49:11,48.0,142.0,1.0,1.0
2019-11-25 16:49:12,31.0,147.0,1.0,1.0
2019-11-25 16:49:13,18.0,116.0,1.0,1.0
2019-11-25 16:49:14,10.0,68.0,1.0,1.0
2019-11-25 16:49:15,6.0,48.0,1.0,1.0
2019-11-25 16:49:16,0.0,58.0,1.0,0.0
2019-11-25 16:49:17,0.0,63.0,1.0,0.0
2019-11-25 16:49:18,16.0,62.0,1.0,1.0
2019-11-25 16:49:19,35.0,82.0,1.0,1.0
2019-11-25 16:49:20,44.0,91.0,1.0,1.0
2019-11-25 16:49:21,49.0,77.0,1.0,1.0
2019-11-25 16:49:22,51.0,58.0,1.0,1.0
2019-11-25 16:49:23,35.0,51.0,1.0,1.0
2019-11-25 16:49:24,16.0,29.0,1.0,1.0
2019-11-25 16:49:25,7.0,7.0,1.0,1.0
2019-11-25 16:49:26,2.0,0.0,0.0,1.0
2019-11-25 16:49:27,8.0,0.0,0.0,1.0
2019-11-25 16:49:28,31.0,0.0,0.0,1.0
2019-11-25 16:49:29,60.0,0.0,0.0,1.0
2019-11-25 16:49:30,72.0,0.0,0.0,1.0
2019-11-25 16:49:31,75.0,0.0,0.0,1.0
2019-11-25 16:49:32,75.0,0.0,0.0,1.0
2019-11-25 16:49:33,62.0,0.0,0.0,1.0
2019-11-25 16:49:34,48.0,5.0,1.0,1.0
2019-11-25 16:49:35,39.0,14.0,1.0,1.0
2019-11-25 16:49:36,40.0,23.0,1.0,1.0
2019-11-25 16:49:37,33.0,28.0,1.0,1.0
2019-11-25 16:49:38,29.0,28.0,1.0,1.0
2019-11-25 16:49:39,22.0,25.0,1.0,1.0
2019-11-25 16:49:40,38.0,18.0,1.0,1.0
2019-11-25 16:49:41,62.0,12.0,1.0,1.0
2019-11-25 16:49:42,68.0,8.0,1.0,1.0
2019-11-25 16:49:43,64.0,20.0,1.0,1.0
2019-11-25 16:49:44,75.0,54.0,1.0,1.0
2019-11-25 16:49:45,73.0,81.0,1.0,1.0
2019-11-25 16:49:46,48.0,84.0,1.0,1.0
2019-11-25 16:49:47,44.0,92.0,1.0,1.0
2019-11-25 16:49:48,45.0,81.0,1.0,1.0
2019-11-25 16:49:49,27.0,53.0,1.0,1.0
2019-11-25 16:49:50,12.0,31.0,1.0,1.0
2019-11-25 16:49:51,11.0,26.0,1.0,1.0
2019-11-25 16:49:52,16.0,23.0,1.0,1.0
2019-11-25 16:49:53,28.0,37.0,1.0,1.0
2019-11-25 16:49:54,34.0,36.0,1.0,1.0
2019-11-25 16:49:55,38.0,40.0,1.0,1.0
2019-11-25 16:49:56,36.0,51.0,1.0,1.0
2019-11-25 16:49:57,34.0,47.0,1.0,1.0
2019-11-25 16:49:58,26.0,44.0,1.0,1.0
2019-11-25 16:49:59,23.0,46.0,1.0,1.0
2019-11-25 16:50:00,40.0,48.0,1.0,1.0
2019-11-25 16:50:01,55.0,46.0,1.0,1.0
2019-11-25 16:50:02,53.0,62.0,1.0,1.0
2019-11-25 16:50:03,47.0,75.0,1.0,1.0
2019-11-25 16:50:04,43.0,80.0,1.0,1.0
2019-11-25 16:50:05,24.0,104.0,1.0,1.0
2019-11-25 16:50:06,17.0,135.0,1.0,1.0
2019-11-25 16:50:07,37.0,132.0,1.0,1.0
2019-11-25 16:50:08,43.0,108.0,1.0,1.0
2019-11-25 16:50:09,68.0,94.0,1.0,1.0
2019-11-25 16:50:10,99.0,58.0,1.0,1.0
2019-11-25 16:50:11,113.0,17.0,1.0,1.0
2019-11-25 16:50:12,104.0,2.0,1.0,1.0
2019-11-25 16:50:13,112.0,4.0,1.0,1.0
2019-11-25 16:50:14,107.0,12.0,1.0,1.0
2019-11-25 16:50:15,92.0,15.0,1.0,1.0
2019-11-25 16:50:16,76.0,21.0,1.0,1.0
2019-11-25 16:50:17,68.0,33.0,1.0,1.0
2019-11-25 16:50:18,54.0,49.0,1.0,1.0
2019-11-25 16:50:19,37.0,68.0,1.0,1.0
2019-11-25 16:50:20,20.0,104.0,1.0,1.0
2019-11-25 16:50:21,14.0,119.0,1.0,1.0
2019-11-25 16:50:22,10.0,117.0,1.0,1.0
2019-11-25 16:50:23,9.0,123.0,1.0,1.0
2019-11-25 16:50:24,10.0,128.0,1.0,1.0
