time,l,r,iteration
2019-11-25 16:51:31.740,0,1,1
2019-11-25 16:58:42.500,0,1,1
2019-11-25 16:57:53.000,0,1,1
2019-11-25 16:58:38.240,0,1,1
2019-11-25 16:58:10.240,1,1,1
2019-11-25 16:55:01.740,1,1,1
2019-11-25 16:55:16.740,0,1,1
2019-11-25 16:57:21.000,0,1,1
2019-11-25 16:53:17.000,0,1,1
2019-11-25 16:52:23.240,1,1,1
2019-11-25 16:59:58.000,0,1,1
2019-11-25 16:53:23.740,0,1,1
2019-11-25 16:53:33.240,1,1,1
2019-11-25 16:56:32.000,1,1,1
2019-11-25 16:59:50.000,0,1,1
2019-11-25 16:53:26.500,1,1,1
2019-11-25 16:47:53.500,1,0,1
2019-11-25 16:48:08.240,0,0,1
2019-11-25 16:48:49.500,0,1,1
2019-11-26 16:56:42.000,1,1,1
2019-11-26 16:53:24.740,1,0,1
2019-11-26 16:53:16.500,0,1,1
2019-11-26 16:50:53.740,0,0,1
2019-11-26 16:56:13.240,1,1,1
2019-11-26 16:56:36.740,0,1,1
2019-11-26 16:56:06.000,0,0,1
2019-11-26 16:55:46.240,0,0,1
2019-11-26 16:56:40.240,1,1,1
2019-11-26 16:54:51.000,1,1,1
2019-11-26 16:53:57.000,1,1,1
2019-11-26 16:52:59.500,1,1,1
2019-11-26 16:51:14.240,1,0,1
2019-11-26 16:55:04.500,1,1,1
2019-11-26 16:51:09.000,1,0,1
2019-11-26 16:57:01.500,1,1,1
2019-11-26 16:57:41.000,0,1,1
2019-11-26 16:53:58.240,1,1,1
2019-11-26 16:56:15.240,1,1,1
2019-11-26 16:51:58.740,1,1,1
2019-11-26 16:55:14.740,1,1,1
2019-11-26 16:50:58.240,1,0,1
2019-11-26 16:51:11.240,1,0,1
2019-11-26 16:55:26.500,1,1,1
2019-11-26 16:52:09.500,1,1,1
2019-11-26 16:54:42.740,1,1,1
2019-11-26 16:51:50.240,1,1,1
2019-11-26 16:54:04.000,1,1,1
2019-11-26 16:54:49.500,1,1,1
2019-11-26 16:51:56.240,1,0,1
2019-11-26 16:53:52.240,0,0,1
2019-11-26 16:54:45.740,1,1,1
2019-11-26 16:51:03.000,1,0,1
2019-11-26 16:54:39.740,1,1,1
2019-11-26 16:54:28.000,1,1,1
2019-11-26 16:50:56.240,1,0,1
2019-11-26 16:55:51.740,0,0,1
2019-11-26 16:55:28.740,1,1,1
